0,0.00471189,0.029842
199.951,-0.0109944,0.0816728
399.902,-0.00471189,0.0628252
599.854,0.00942379,0.00628252
799.805,-0.00628253,-0.0471189
999.756,-0.0863847,0.0109944
1199.71,0.072249,0.0235595
1399.66,0.0706784,-0.0628252
1599.61,-0.0376951,0.00628252
1799.56,0.0612546,0.102091
1999.51,0.0204182,0.0518308
2199.46,0.0219888,0.00157063
2399.41,0.0486896,-0.0549721
2599.37,-4.65661e-010,-0.00471189
2799.32,-0.0455483,0.059684
2999.27,-0.0471189,0.072249
3199.22,0.00628252,-0.0109944
3399.17,0.0047119,0.0486896
3599.12,0.0376951,0.0659665
3799.07,-0.0109944,0.0157063
3999.02,1.86265e-009,-0.042407
4198.97,-0.0109944,-0.0188476
4398.93,-0.0832434,1.86265e-009
4598.88,-0.0235595,-0.00157063
4798.83,-0.0581134,1.86265e-009
4998.78,-0.059684,0.0581134
5198.73,0.0157063,-0.029842
5398.68,-0.0408364,-0.0769609
5598.63,0.0219888,0.0219888
5798.58,0.059684,-0.00628252
5998.54,-0.0455483,0.0329833
6198.49,-0.0282714,-0.00157063
6398.44,-0.0172769,-0.0282714
6598.39,-0.0376951,-0.00314126
6798.34,-0.0157063,0.0549721
6998.29,0.00157063,-0.0392658
7198.24,-0.0251301,0.00157063
7398.19,-0.0172769,-0.0157063
7598.14,-0.120939,-0.0801022
7798.1,-0.0518308,0.0455483
7998.05,0.059684,0.0816728
8198,-0.012565,0.00314126
8397.95,0.0518308,0.0329833
8597.9,-0.0235595,0.0439777
8797.85,0.00785316,0.0361245
8997.8,-0.0172769,-0.0188476
9197.75,0,-0.0361245
9397.71,0.0706784,0.0172769
9597.66,-0.0345539,0.0659665
9797.61,0.0659665,0.0785316
9997.56,0.0157063,0.0628252
10197.5,0.0329833,0.0958085
10397.5,0.0816728,0.00471189
10597.4,-0.0439777,-0.0376951
10797.4,-0.0047119,-0.0188476
10997.3,-0.0141357,-0.0753903
11197.3,-0.0345539,0.00314126
11397.2,0.00471189,-0.0486896
11597.2,0.0267007,-0.0109944
11797.1,-0.0172769,0.0345539
11997.1,-0.0816728,0.0172769
12197,-0.0659665,0.0691078
12397,0.0785316,-0.00942378
12596.9,0.0345539,-0.00785316
12796.9,0.029842,-0.103662
12996.8,0.0267007,-0.00942379
13196.8,-0.0172769,0.0879553
13396.7,0.105232,0.0172769
13596.7,-0.00157063,0.029842
13796.6,-0.00785315,-0.0408364
13996.6,-0.0314126,-0.0157063
14196.5,0.0251301,-0.00314126
14396.5,0.00471189,0.0219888
14596.4,0.0973791,-0.0534015
14796.4,0.0455483,-0.0345539
14996.3,0.0345539,0.0565427
15196.3,-0.00471189,0.0204182
15396.2,0.0439777,-0.0314126
15596.2,-0.0486896,-0.0486896
15796.1,-0.0612546,-0.0219888
15996.1,-0.0675371,0.0439777
16196,0.00471189,-0.00157063
16396,0.0439777,-0.00942379
16595.9,-0.00628252,-1.86265e-009
16795.9,-9.31323e-010,-0.0282714
16995.8,0.0879553,0.0141357
17195.8,0.0329833,0.0518308
17395.8,-0.0345539,0.0439777
17595.7,0.0361245,0.0801022
17795.7,0.0361245,0.0282714
17995.6,0.0675371,-0.0188476
18195.6,0.0109944,-0.0392658
18395.5,-0.0235595,-0.012565
18595.5,0.00785316,-0.012565
18795.4,-0.0329833,-0.059684
18995.4,-0.0172769,0.00471189
19195.3,0.00157063,0.0204182
19395.3,-0.0267007,0.0691078
19595.2,-0.0235595,0.00628253
19795.2,0.0188476,0.0675371
19995.1,0.0141357,0.00314126
20195.1,0.0329833,-0.0172769
20395,0.00942378,0.0267007
20595,-0.0534015,-0.0879554
20794.9,-0.0188476,-0.0471189
20994.9,-0.0251301,0.122509
21194.8,-0.0219888,0.0439777
21394.8,0.00314126,-0.0455483
21594.7,0.0329833,-0.0691078
21794.7,-0.0235595,-0.0848141
21994.6,-0.0439777,0.0376952
22194.6,0.0235595,0.0534015
22394.5,0.00157063,-0.0204182
22594.5,0.0235595,0.00628253
22794.4,0.0691078,0.0204182
22994.4,-0.00942378,-0.0188476
23194.3,0.0643959,0.0141357
23394.3,0.0172769,-0.0534015
23594.2,-0.0675371,-0.0392658
23794.2,-0.012565,0.0486896
23994.1,-0.0109944,-0.0235595
24194.1,-0.0659665,0.0219888
24394,0.0879553,0.072249
24594,0.0518308,-0.0581133
24793.9,-0.0863847,-0.0267007
24993.9,-0.0361245,0.0219888
25193.8,-0.0581133,0.0565427
25393.8,-0.0361245,0.0204182
25593.8,0.0534015,-0.0361245
25793.7,0.0392658,-0.0329833
25993.7,-0.0235595,-0.0926672
26193.6,0.0376952,-0.00471189
26393.6,-0.00785315,-0.0392658
26593.5,-0.120939,0.0109944
26793.5,0.0392658,-0.0392658
26993.4,0.0628252,0.012565
27193.4,0.0314126,0.0267007
27393.3,0.0910966,0.0282714
27593.3,0.0769609,-0.0408364
27793.2,-0.0109944,-0.0549721
27993.2,0.00314126,-0.0188476
28193.1,0.0109944,0.0267007
28393.1,0.0879553,0.0816728
28593,0.108374,0.0675371
28793,-0.012565,-0.00157063
28992.9,-0.0738197,-0.059684
29192.9,-0.0141357,-0.0141357
29392.8,0.0471189,-0.0204182
29592.8,0.0172769,-0.0471189
29792.7,0.042407,-0.0109944
29992.7,0.00157063,0.0282714
30192.6,0.00628252,0.0486896
30392.6,-0.0235595,-0.0251301
30592.5,0.0204182,-0.00628253
30792.5,0.0534015,-0.0376951
30992.4,0.0471189,-0.0565427
31192.4,-0.0502602,0.0439777
31392.3,-0.0219888,0.0251301
31592.3,0.0361245,0.0329833
31792.2,-0.0534015,0.0863847
31992.2,0.00314127,-0.0204182
32192.1,0.0267007,0.0486896
32392.1,-0.0251301,-0.072249
32592,-0.0612546,0.0172769
32792,0.00314126,0.0848141
32991.9,0.012565,-0.00628252
33191.9,-0.0392658,-0.029842
33391.8,0.00785316,0.029842
33591.8,-0.0157063,0.0848141
33791.8,-0.0204182,-0.0251301
33991.7,0.0392658,0.0109944
34191.6,0.0109944,-0.00628252
34391.6,-0.0219888,0.0565427
34591.6,0.105232,0.0282714
34791.5,0.0691078,-0.0518308
34991.5,-0.0141357,-0.0188476
35191.4,-0.0157063,0.0125651
35391.4,0.0628252,0.0361245
35591.3,-0.0251301,-0.0471189
35791.3,0.0172769,-0.0109944
35991.2,-0.0565427,-0.0172769
36191.2,0.0486896,-0.0219888
36391.1,0.00942379,0.042407
36591.1,0.0329833,0.0361245
36791,0.0502602,0.00157063
36991,0.0565427,0.00628252
37190.9,0.0439777,-0.106803
37390.9,-0.0141357,-0.0486896
37590.8,0.0345539,-0.0439777
37790.8,0.0549721,0.0235595
37990.7,0.0251301,0.0769609
38190.7,0.0345539,0.059684
38390.6,0.00785316,0.0392658
38590.6,-0.0581134,0.0785316
38790.5,0.0172769,0.0643959
38990.5,-0.00785315,0.00785316
39190.4,0.00157063,-0.00314126
39390.4,0.106803,0.0141357
39590.3,0.0109944,0.0801022
39790.3,-0.00942378,0.0816728
39990.2,0.059684,-0.0565427
40190.2,0.0361245,0.0047119
40390.1,-0.059684,0.0204182
40590.1,-0.0581133,0.0172769
40790,-0.0047119,-0.0361245
40990,0.00785315,-0.0345539
41189.9,0.0486896,0.0204182
41389.9,0.0565427,0.0738197
41589.8,-0.0392658,0.012565
41789.8,0.0204182,-0.0785316
41989.7,-0.0188476,0.029842
42189.7,0.00157063,-0.0188476
42389.6,0.0235595,-0.029842
42589.6,-0.00314126,0.0314126
42789.6,-0.00471189,0.0282714
42989.5,0.0188476,0.0376951
43189.5,0.0251301,-0.0518308
43389.4,0.0785316,-0.0691078
43589.4,0.0581133,0.0219888
43789.3,-0.0612546,0.0628252
43989.3,-0.0361245,-0.0125651
44189.2,0.0581133,0.072249
44389.2,0.0691078,0.0565427
44589.1,-0.0455483,-0.0785316
44789.1,-0.0219888,-0.00157063
44989,0.0643959,0.103662
45189,0.042407,0.0581133
45388.9,-0.0408364,0.0486896
45588.9,0.012565,0.138216
45788.8,0.00471189,0.0801022
45988.8,0.0172769,0.012565
46188.7,0.0486896,0.0455483
46388.7,0.059684,-0.012565
46588.6,-0.0361245,0.00157063
46788.6,0.072249,0.0706784
46988.5,0.0691078,-0.0471189
47188.5,0.0235595,-0.029842
47388.4,-0.0282714,-0.059684
47588.4,-0.0157063,-0.0157063
47788.3,0.0376951,-0.0675371
47988.3,0.0172769,0.108374
48188.2,-0.012565,-0.0172769
48388.2,0.00157063,-0.0345539
48588.1,0.0486896,0.042407
48788.1,-0.0628252,-0.00157063
48988,0.0455483,0.0188476
49188,-0.0251301,6.0536e-009
49387.9,-0.0188476,-0.0612546
49587.9,0.0565427,-0.0376951
49787.8,-0.0392658,-0.042407
49987.8,-0.00471189,0.0235595
50187.7,0.0675371,-0.029842
50387.7,-0.00157063,0.0502602
50587.6,-0.00942379,0.0361245
50787.6,-0.0219888,-0.0486896
50987.5,0.00471189,0.0109944
51187.5,-0.0502602,-0.042407
51387.5,-0.0753903,0.00785315
51587.4,-0.029842,-0.00471189
51787.4,0.00628252,0.00942378
51987.3,-0.00157063,0
52187.3,0.0439777,0.0157063
52387.2,0.0329833,-0.0534015
52587.2,-0.0172769,-0.0643959
52787.1,-0.0408364,-0.0345539
52987.1,0.0267007,-0.0345539
53187,-0.0675371,-0.0282714
53387,0.0172769,0.00471189
53586.9,0.0643959,-0.0314126
53786.9,-0.0518308,-0.0471189
53986.8,-0.0408364,-0.0879553
54186.8,-0.0455483,-0.0141357
54386.7,-0.0439777,-0.0109944
54586.7,-0.0549721,0.0157063
54786.6,0.0612546,0.0643959
54986.6,-0.0172769,-0.0439777
55186.5,0.029842,0.00314126
55386.5,0.0565427,0.0471189
55586.4,-0.042407,0.103662
55786.4,0.029842,0.0973791
55986.3,0.0109944,-0.059684
56186.3,0.0392658,-0.0612546
56386.2,-0.00628252,-0.0204182
56586.2,-0.042407,-0.0392658
56786.1,-0.0471189,-0.0047119
56986.1,0.042407,0.0267007
57186,0.0282714,-0.0172769
57386,0.0439777,-0.0376951
57585.9,-0.00785315,-0.0188476
57785.9,-0.0549721,-0.0455483
57985.8,0.0188476,0.0282714
58185.8,-0.0643959,0.00942379
58385.7,-0.0612546,-0.0879553
58585.7,-0.0188476,-0.0204182
58785.6,-0.00157063,-0.0188476
58985.6,0.0188476,-0.0282714
59185.5,-0.00471189,-0.0157063
59385.5,0.0047119,0.00785315
59585.4,0.0172769,-0.0141357
59785.4,0.0204182,0.0392658
59985.4,-0.00942378,0.0392658
60185.3,0.0518308,0.0188476
60385.3,0.0471189,-0.0329833
60585.2,0.0204182,0.029842
60785.2,0.0204182,0.0204182
60985.1,0.00628252,0.0282714
61185.1,-0.0392658,0.102091
61385,0.0329833,-0.0486896
61585,0.0534015,-0.0235595
61784.9,0.0361245,0.00314126
61984.9,0.029842,-0.0769609
62184.8,-0.0172769,-0.0204182
62384.8,0.0219888,0.0267007
62584.7,0.0141357,-0.0141357
62784.7,-0.0141357,0.0172769
62984.6,-0.00314126,0.0392658
63184.6,0.0581134,0.059684
63384.5,-0.00785315,-0.0314126
63584.5,0.00628252,0.0219888
63784.4,0.0769609,0.0675371
63984.4,0.0172769,-0.0565427
64184.3,0.00785315,0.029842
64384.3,0.0486896,0.113085
64584.2,-0.0267007,-0.0565427
64784.2,-0.0172769,0.0376951
64984.1,0.0628252,0.00471189
65184.1,0.0109944,-0.00471189
65384,0.0219888,0.0392658
65584,0.0958085,0.0141357
65783.9,0.00785316,-0.0345539
65983.9,0.0408364,0.00471189
66183.8,-0.0282714,-0.00314127
66383.8,-0.00942379,-0.0235595
66583.7,-0.00314126,0.00471189
66783.7,0.0204182,-0.00471189
66983.6,0.0172769,0.00471189
67183.6,0.00157063,0.00314126
67383.5,0.00314126,-0.00157063
67583.5,0.00942379,0.0219888
67783.4,0.0612546,-0.0801022
